gamma,delta_left,delta_right,Z_prime,abs_Z_prime,inv_abs_Z_prime,delta_min,delta_geom,delta_prod,log_delta_sum
64562.216655691,0.535512786002073,0.46531784100079676,3.688738771364332,3.688738771364332,0.2710953694425306,0.46531784100079676,0.49918298589876464,0.24918365341080628,-1.3895650904851902
65888.531113696,0.6247121799970046,0.19103270501364022,1.5598527346224929,1.5598527346224929,0.6410861601252471,0.19103270501364022,0.34545688240328326,0.11934045759979589,-2.125774882474605
66664.027707021,1.0835740129987244,0.5900686539971502,-13.661505174747566,13.661505174747566,0.0731983765484668,0.5900686539971502,0.7996143191291961,0.6393830593564479,-0.4472515373016162
67235.78916606,0.7942953769961605,0.681624272998306,-8.835108470765995,8.835108470765995,0.1131848016703864,0.681624272998306,0.735806366438157,0.5414110088909233,-0.6135765678917096
67958.22147101,0.370854093998787,0.8675748390087392,-8.071963809251956,8.071963809251956,0.12388559012787148,0.370854093998787,0.567224541867442,0.32174368089672944,-1.1340000724913688
68436.178642464,0.6995044039940694,1.0634803699940676,15.1075482818742,15.1075482818742,0.06619207705593,0.6995044039940694,0.8625017115183556,0.7439092023720927,-0.2958362914189663
68978.523108727,0.5261657230003038,1.3445626690081554,-8.283932808425437,8.283932808425437,0.12071560973827772,0.5261657230003038,0.84110807204419,0.7074627888578943,-0.3460702461017829
71234.129051958,0.6876874950103229,0.7851303309871582,5.106299752295442,5.106299752295442,0.1958365251766641,0.6876874950103229,0.7347954208983508,0.5399243105731846,-0.6163263148531473
71636.404839511,0.9397619999945164,0.09986292400571983,1.5234482071576663,1.5234482071576663,0.6564056430022809,0.09986292400571983,0.3063451993893746,0.09384738118891567,-2.366085420559347
72867.476348514,1.0015754060004838,0.6879043619992444,11.288048449174195,11.288048449174195,0.08858927249494199,0.6879043619992444,0.8300530649656666,0.688988090658897,-0.3725312930831816
73332.925435377,1.2542956299876096,0.5278449590114178,-13.431188324350561,13.431188324350561,0.07445357594956908,0.5278449590114178,0.8136790678142153,0.6620736253990103,-0.41237851261441894
