h_type,epsilon,k,gamma_0,status,delta_Im,delta_pred_Im,delta_Im_error,Z_prime,inv_abs_Z_prime,h0,C_where,C_where_pred,spacing_prev,spacing_next,local_spacing,residual_abs
h=1,1e-06,8029,929707.833465565,ok,-1.0896474123001099e-07,-1.0841329895740089e-07,5.514422726100943e-10,9.223960617533947,0.10841329895740089,1.0,-0.10896474123001099,-0.10841329895740089,23.968393387971446,174.72169223602396,23.968393387971446,3.8706270919417277e-25
h=1,1e-06,8030,929882.555157801,ok,7.415656000375748e-07,7.414221849307912e-07,1.4341510678359074e-10,-1.3487592094284933,0.7414221849307912,1.0,0.7415656000375748,0.7414221849307912,174.72169223602396,74.90283249295317,74.90283249295317,5.292163714638809e-26
h=1,1e-06,8031,929957.457990294,ok,7.671769708395004e-08,7.637471289099553e-08,3.429841929545157e-10,-13.093338909531909,0.07637471289099552,1.0,0.07671769708395004,0.07637471289099552,74.90283249295317,26.59072199498769,26.59072199498769,4.610131204123439e-25
h=1,1e-06,8032,929984.048712289,ok,1.1955853551626205e-07,1.192372688187498e-07,3.212666975122616e-10,-8.386639596048447,0.11923726881874981,1.0,0.11955853551626205,0.11923726881874981,26.59072199498769,41.82192033203319,26.59072199498769,1.676546120967797e-25
h=1,1e-06,8033,930025.870632621,ok,-1.0326039046049118e-07,-1.0295175820691693e-07,3.086322535742498e-10,9.713287246538872,0.10295175820691695,1.0,-0.10326039046049118,-0.10295175820691695,41.82192033203319,29.538269435055554,29.538269435055554,1.6064986890033366e-25
h=1,1e-06,8034,930055.408902056,ok,2.8836075216531754e-07,2.885487304562851e-07,1.8797829096754452e-10,-3.465619129284297,0.2885487304562851,1.0,0.28836075216531754,0.2885487304562851,29.538269435055554,10.052543235942721,10.052543235942721,9.102167438442766e-27
h=1,1e-06,8035,930065.461445292,ok,2.2153835743665695e-07,2.2166011861845062e-07,1.2176118179366473e-10,-4.511411462886232,0.2216601186184506,1.0,0.22153835743665695,0.2216601186184506,10.052543235942721,35.17757039400749,10.052543235942721,1.8433719713773468e-25
h=1,1e-06,8036,930100.639015686,ok,-7.220078259706497e-07,-7.221708348818738e-07,1.6300891122404423e-10,1.3847139093668481,0.7221708348818737,1.0,-0.7220078259706497,-0.7221708348818737,35.17757039400749,4.994361854041927,4.994361854041927,3.495448459751532e-26
h=1,1e-06,8037,930105.63337754,ok,-5.116453394293785e-07,-5.117235813369866e-07,7.824190760804178e-11,1.9541800231040505,0.5117235813369866,1.0,-0.5116453394293785,-0.5117235813369866,4.994361854041927,20.818479039007798,4.994361854041927,2.5012240728963503e-26
h=1,1e-06,8038,930126.451856579,ok,2.504093572497368e-07,2.5188358228650416e-07,1.4742250367673703e-09,-3.9700880498934357,0.25188358228650415,1.0,0.2504093572497368,0.25188358228650415,20.818479039007798,112.72102048294619,20.818479039007798,1.878044972736895e-25
h=1,1e-06,8039,930239.172877062,ok,4.0279701352119446e-08,4.1223161837880736e-08,9.434604857612903e-10,-24.25820716840505,0.04122316183788074,1.0,0.040279701352119446,0.04122316183788074,112.72102048294619,31.029855545028113,31.029855545028113,1.0413045030351724e-24
h=1,1e-06,8040,930270.202732607,ok,2.019805833697319e-07,2.020003708931059e-07,1.9787523373999518e-11,-4.950485959895478,0.2020003708931059,1.0,0.2019805833697319,0.2020003708931059,31.029855545028113,155.50020776095334,31.029855545028113,1.5332512063113197e-25
h=1,1e-06,8041,930425.702940368,ok,-2.4656765162944794e-07,-2.4675668241025596e-07,1.8903078080802588e-10,4.052575153111383,0.24675668241025597,1.0,-0.24656765162944794,-0.24675668241025597,155.50020776095334,117.39472027600277,117.39472027600277,1.2123689736224615e-25
h=1,1e-06,8042,930543.097660644,ok,-1.8137507140636444e-07,-1.8190173730074112e-07,5.266658943766803e-10,5.497473607669197,0.18190173730074116,1.0,-0.18137507140636444,-0.18190173730074116,117.39472027600277,245.78161316702608,117.39472027600277,1.7941490984898673e-26
h=1,1e-06,8043,930788.879273811,ok,-1.1723022907972336e-07,-1.1868914898668993e-07,1.458919906966574e-09,8.42537004045873,0.11868914898668992,1.0,-0.11723022907972336,-0.11868914898668992,245.78161316702608,15.49123502895236,15.49123502895236,2.2708955899661427e-25
h=1,1e-06,8044,930804.37050884,ok,1.782318577170372e-07,1.7608546900253553e-07,2.146388714501675e-09,-5.679060320335692,0.17608546900253552,1.0,0.1782318577170372,0.17608546900253552,15.49123502895236,62.12080768798478,15.49123502895236,2.4127524646335727e-25
h=1,1e-06,8045,930866.491316528,ok,1.568114385008812e-07,1.5676801870273327e-07,4.341979814792997e-11,-6.378852066097872,0.15676801870273327,1.0,0.1568114385008812,0.15676801870273327,62.12080768798478,90.31031891901512,62.12080768798478,1.8649044917656936e-25
h=1,1e-06,8046,930956.801635447,ok,-1.4621764421463013e-07,-1.4659450455579417e-07,3.768603411640385e-10,6.821538113111177,0.14659450455579418,1.0,-0.14621764421463013,-0.14659450455579418,90.31031891901512,110.44007882103324,90.31031891901512,1.1618167164735133e-25
h=1,1e-06,8047,931067.241714268,ok,-1.3725366443395615e-07,-1.3733942783555822e-07,8.576340160206911e-11,7.28123027567392,0.13733942783555822,1.0,-0.13725366443395615,-0.13733942783555822,110.44007882103324,246.49896672100294,110.44007882103324,7.373190119624787e-26
h=1,1e-06,8048,931313.740680989,ok,5.587935447692871e-08,5.7852878214643154e-08,1.9735237377144434e-09,-17.28522470895648,0.05785287821464316,1.0,0.05587935447692871,0.05785287821464316,246.49896672100294,263.61703641398344,246.49896672100294,3.897892070803461e-25
h=1,1e-06,8049,931577.357717403,ok,2.3748725652694702e-07,2.3770466850805715e-07,2.1741198111012654e-10,-4.2069009678121,0.23770466850805716,1.0,0.23748725652694702,0.23770466850805716,263.61703641398344,12.416778567014262,12.416778567014262,6.153149868785524e-26
h=1,1e-06,8050,931589.77449597,ok,-5.2386894822120667e-08,-5.306377816879232e-08,6.768833466716519e-10,18.845246880443888,0.05306377816879232,1.0,-0.052386894822120667,-0.05306377816879232,12.416778567014262,160.98833670502063,12.416778567014262,5.954970785638884e-25
h=1,1e-06,8051,931750.762832675,ok,1.200241968035698e-07,1.1957076818670627e-07,4.534286168635245e-10,-8.3632481012293,0.11957076818670628,1.0,0.1200241968035698,0.11957076818670628,160.98833670502063,157.83593909000047,157.83593909000047,2.631100971455094e-25
h=1,1e-06,8052,931908.598771765,ok,-4.3655745685100555e-08,-4.3430803384834696e-08,2.2494230026585932e-10,23.025132442039585,0.043430803384834696,1.0,-0.043655745685100555,-0.043430803384834696,157.83593909000047,215.67650998698082,157.83593909000047,9.601185861725608e-25
h=1,1e-06,8053,932124.275281752,ok,7.241033017635345e-08,7.250034817135073e-08,9.001799499727312e-11,-13.793037209097989,0.07250034817135073,1.0,0.07241033017635345,0.07250034817135073,215.67650998698082,24.114865125040524,24.114865125040524,4.0493090528323044e-25
h=1,1e-06,8054,932148.390146877,ok,3.0675437301397324e-07,3.067756187454476e-07,2.124573147434595e-11,-3.259711459761629,0.3067756187454476,1.0,0.30675437301397324,0.3067756187454476,24.114865125040524,56.35517496999819,24.114865125040524,8.314774825291429e-26
h=1,1e-06,8055,932204.745321847,ok,-2.5134067982435226e-07,-2.5160948053019025e-07,2.688007058379843e-10,3.974413038383152,0.2516094805301903,1.0,-0.25134067982435226,-0.2516094805301903,56.35517496999819,56.8961985509377,56.35517496999819,5.297152249014422e-26
h=1,1e-06,8056,932261.641520398,ok,7.916241884231567e-08,7.91524704910903e-08,9.94835122536948e-12,-12.633844449777012,0.07915247049109031,1.0,0.07916241884231567,0.07915247049109031,56.8961985509377,91.8356527989963,56.8961985509377,9.745881265764571e-26
h=1,1e-06,8057,932353.477173197,ok,2.1222513169050217e-07,2.122165731455871e-07,8.558544915057082e-12,-4.712167316517589,0.21221657314558715,1.0,0.21222513169050217,0.21221657314558715,91.8356527989963,346.31754919700325,91.8356527989963,8.292326225694804e-26
h=1,1e-06,8058,932699.794722394,ok,1.0756775736808777e-07,1.0666488891023174e-07,9.028684578560256e-10,-9.375156250728311,0.10666488891023174,1.0,0.10756775736808777,0.10666488891023174,346.31754919700325,87.52524178405292,87.52524178405292,3.1959945982847834e-25
h=1,1e-06,8059,932787.319964178,ok,8.312053978443146e-08,8.43611481087247e-08,1.240608324293246e-09,-11.853797896529327,0.0843611481087247,1.0,0.08312053978443146,0.0843611481087247,87.52524178405292,82.61220541794319,82.61220541794319,5.7798568604239325e-25
h=1,1e-06,8060,932869.932169596,ok,-7.345806807279587e-08,-7.31059090499541e-08,3.5215902284176196e-10,13.678784834160103,0.07310590904995411,1.0,-0.07345806807279587,-0.07310590904995411,82.61220541794319,22.10669281007722,22.10669281007722,4.034654467932821e-25
h=1,1e-06,8061,932892.038862406,ok,-1.2922100722789764e-07,-1.3124609599439583e-07,2.0250887664981877e-09,7.619274252871489,0.13124609599439582,1.0,-0.12922100722789764,-0.13124609599439582,22.10669281007722,182.50916630693246,22.10669281007722,3.0129654702823014e-25
h=1,1e-06,8062,933074.548028713,ok,-8.218921720981598e-08,-8.270832101593105e-08,5.191038061150712e-10,12.090681901369788,0.08270832101593105,1.0,-0.08218921720981598,-0.08270832101593105,182.50916630693246,43.81342863896862,43.81342863896862,1.164578849709228e-25
h=1,1e-06,8063,933118.361457352,ok,3.007007762789726e-07,3.0038778296943244e-07,3.129933095401821e-10,-3.329030195950946,0.30038778296943247,1.0,0.3007007762789726,0.30038778296943247,43.81342863896862,156.1613796110032,43.81342863896862,1.18810257335683e-25
h=1,1e-06,8064,933274.522836963,ok,1.3725366443395615e-07,1.37438521332057e-07,1.8485689810085987e-10,-7.275980491553453,0.13743852133205703,1.0,0.13725366443395615,0.13743852133205703,156.1613796110032,68.59442624100484,68.59442624100484,1.7466202405303313e-25
h=1,1e-06,8065,933343.117263204,ok,1.437729224562645e-07,1.438594682169896e-07,8.654576072511729e-11,-6.951228253476201,0.14385946821698964,1.0,0.1437729224562645,0.14385946821698964,68.59442624100484,36.10568990500178,36.10568990500178,3.2110727922146855e-25
h=1,1e-06,8066,933379.222953109,ok,4.586763679981232e-08,4.572936734108487e-08,1.3826945872744865e-10,-21.867785586037726,0.04572936734108487,1.0,0.04586763679981232,0.04572936734108487,36.10568990500178,34.3525580590358,34.3525580590358,9.41047774112e-25
h=1,1e-06,8067,933413.575511168,ok,-2.444721758365631e-08,-2.5383361353703564e-08,9.361437700472528e-10,39.39588559866185,0.025383361353703563,1.0,-0.02444721758365631,-0.025383361353703563,34.3525580590358,13.121724858996458,13.121724858996458,6.232178155078854e-25
h=1,1e-06,8068,933426.697236027,ok,3.0046794563531876e-07,3.0033127148550123e-07,1.3667414981752828e-10,-3.329656599040756,0.3003312714855012,1.0,0.30046794563531876,0.3003312714855012,13.121724858996458,42.62220819306094,13.121724858996458,1.634246925577093e-25
h=1,1e-06,8069,933469.31944422,ok,-5.015172064304352e-07,-5.017342937582519e-07,2.1708732781673827e-10,1.9930868039923633,0.501734293758252,1.0,-0.5015172064304352,-0.501734293758252,42.62220819306094,209.2204129929887,42.62220819306094,7.449081261001502e-28
h=1,1e-06,8070,933678.539857213,ok,-1.6507692635059357e-07,-1.645576694937757e-07,5.192568568178538e-10,6.0768969509368524,0.16455766949377573,1.0,-0.16507692635059357,-0.16455766949377573,209.2204129929887,92.04399885691237,92.04399885691237,1.010688375673802e-25
h=1,1e-06,8071,933770.58385607,ok,1.7462298274040222e-07,1.7455745039040824e-07,6.553234999397916e-11,-5.728772949899531,0.17455745039040824,1.0,0.17462298274040222,0.17455745039040824,92.04399885691237,58.6082057870226,58.6082057870226,2.80016158741233e-25
h=1,1e-06,8072,933829.192061857,ok,-4.225876182317734e-08,-4.210069624271775e-08,1.5806558045958673e-10,23.752576305028974,0.04210069624271775,1.0,-0.04225876182317734,-0.04210069624271775,58.6082057870226,102.61955112603027,58.6082057870226,4.222282100895989e-25
h=1,1e-06,8073,933931.811612983,ok,6.654299795627594e-07,6.658887143066286e-07,4.587347438691573e-10,-1.5017524377797455,0.6658887143066285,1.0,0.6654299795627594,0.6658887143066285,102.61955112603027,45.85539898299612,45.85539898299612,1.315212149773199e-26
h=1,1e-06,8074,933977.667011966,ok,4.436587914824486e-07,4.420378284905583e-07,1.6209629918902781e-09,-2.2622498246693823,0.4420378284905583,1.0,0.4436587914824486,0.4420378284905583,45.85539898299612,47.588809696026146,45.85539898299612,3.0579447562716813e-26
h=1,1e-06,8075,934025.255821662,ok,-1.2386590242385864e-07,-1.243158197681822e-07,4.4991734432354916e-10,8.044028522393601,0.1243158197681822,1.0,-0.12386590242385864,-0.1243158197681822,47.588809696026146,60.91710219997913,47.588809696026146,3.806788273799478e-25
h=1,1e-06,8076,934086.172923862,ok,1.8742866814136505e-07,1.8705869327760542e-07,3.699748637596321e-10,-5.3459156721251375,0.18705869327760544,1.0,0.18742866814136505,0.18705869327760544,60.91710219997913,101.95320541597903,60.91710219997913,2.5510561357253355e-26
h=1,1e-06,8077,934188.126129278,ok,-2.443557605147362e-07,-2.4387888380352437e-07,4.768767112118082e-10,4.100396001507158,0.24387888380352435,1.0,-0.24435576051473618,-0.24387888380352435,101.95320541597903,79.57924798398744,79.57924798398744,1.2064595412809755e-25
h=1,1e-06,8078,934267.705377262,ok,1.2526288628578186e-07,1.2503288098687115e-07,2.3000529891071508e-10,-7.997896170248234,0.12503288098687115,1.0,0.12526288628578186,0.12503288098687115,79.57924798398744,184.93247422599234,79.57924798398744,3.6669540459135075e-25
h=1,1e-06,8079,934452.637851488,ok,-1.253793016076088e-07,-1.2515048009800632e-07,2.2882150960247762e-10,7.990380853648281,0.12515048009800633,1.0,-0.1253793016076088,-0.12515048009800633,184.93247422599234,9.676474038045853,9.676474038045853,4.119206526365531e-25
h=1,1e-06,8080,934462.314325526,ok,-1.4388933777809143e-07,-1.4406599048645878e-07,1.766527083673511e-10,6.941263490594563,0.14406599048645877,1.0,-0.14388933777809143,-0.14406599048645877,9.676474038045853,12.738185866968706,9.676474038045853,3.131550619037704e-25
h=1,1e-06,8081,934475.052511393,ok,-1.6600824892520905e-07,-1.6583846798468737e-07,1.6978094052167123e-10,6.029964049669915,0.16583846798468738,1.0,-0.16600824892520905,-0.16583846798468738,12.738185866968706,20.568622995051555,12.738185866968706,2.9694402382070197e-25
h=1,1e-06,8082,934495.621134388,ok,8.35862010717392e-08,8.306932132480004e-08,5.168797469391582e-10,-12.038138557675367,0.08306932132480004,1.0,0.0835862010717392,0.08306932132480004,20.568622995051555,3.3261580099351704,3.3261580099351704,3.10011082960352e-25
h=1,1e-06,8083,934498.947292398,ok,-8.719507604837418e-08,-8.719750860491749e-08,2.432556543310024e-12,11.468217567211607,0.08719750860491748,1.0,-0.08719507604837418,-0.08719750860491748,3.3261580099351704,29.326651207054965,3.3261580099351704,3.2802066855056823e-25
h=1,1e-06,8084,934528.273943605,ok,8.42846930027008e-08,8.438457045919542e-08,9.987745649461425e-11,-11.85050767644252,0.08438457045919541,1.0,0.0842846930027008,0.08438457045919541,29.326651207054965,57.351721275015734,29.326651207054965,1.193570364930621e-25
h=1,1e-06,8085,934585.62566488,ok,-1.471489667892456e-07,-1.4769812613087295e-07,5.491593416273481e-10,6.770566602273044,0.14769812613087294,1.0,-0.1471489667892456,-0.14769812613087294,57.351721275015734,68.55113794491626,57.351721275015734,1.1716862231601772e-25
h=1,1e-06,8086,934654.176802825,ok,-5.2386894822120667e-08,-5.284228206400742e-08,4.553872418867561e-10,18.924239471503295,0.05284228206400743,1.0,-0.052386894822120667,-0.05284228206400743,68.55113794491626,71.11202219710685,68.55113794491626,8.267338206551115e-25
h=1,1e-06,8087,934725.288825022,ok,1.1431984603404999e-07,1.148222300175665e-07,5.023839835165173e-10,-8.709114949666203,0.11482223001756652,1.0,0.11431984603404999,0.11482223001756652,71.11202219710685,16.559342324966565,16.559342324966565,1.6513037154576823e-25
h=1,1e-06,8088,934741.848167347,ok,-1.2246891856193542e-07,-1.2211326560548052e-07,3.5565295645490165e-10,8.189118479811741,0.12211326560548053,1.0,-0.12246891856193542,-0.12211326560548053,16.559342324966565,75.65055822394788,16.559342324966565,2.672548640632019e-25
h=1,1e-06,8089,934817.498725571,ok,5.273614078760147e-08,5.2406472304033163e-08,3.2966848356830745e-10,-19.08161255729172,0.05240647230403316,1.0,0.05273614078760147,0.05240647230403316,75.65055822394788,7.056750779040158,7.056750779040158,4.377982395024453e-25
h=1,1e-06,8090,934824.55547635,ok,1.6891863197088242e-07,1.6921356413753134e-07,2.949321666489233e-10,-5.909691726528686,0.16921356413753133,1.0,0.16891863197088242,0.16921356413753133,7.056750779040158,160.26293377298862,7.056750779040158,2.826206836015115e-25
h=1,1e-06,8091,934984.818410123,ok,3.7462450563907623e-07,3.748858973524109e-07,2.613917133346666e-10,-2.667478310233558,0.37488589735241085,1.0,0.37462450563907623,0.37488589735241085,160.26293377298862,97.57377935899422,97.57377935899422,9.741429560851069e-27
h=1,1e-06,8092,935082.392189482,ok,9.860377758741379e-08,9.858153331750576e-08,2.2244269908024872e-11,-10.143887666864108,0.09858153331750577,1.0,0.09860377758741379,0.09858153331750577,97.57377935899422,117.9668349600397,97.57377935899422,3.6127078666755196e-25
h=1,1e-06,8093,935200.359024442,ok,3.343448042869568e-07,3.3288414713495173e-07,1.460657152005054e-09,-3.004048130878995,0.33288414713495174,1.0,0.3343448042869568,0.33288414713495174,117.9668349600397,192.67613263300154,117.9668349600397,4.655127165559071e-26
h=1,1e-06,8094,935393.035157075,ok,-1.0919757187366486e-07,-1.0893329236905414e-07,2.6427950461072095e-10,9.1799300126917,0.10893329236905415,1.0,-0.10919757187366486,-0.10893329236905415,192.67613263300154,18.854706480982713,18.854706480982713,1.334519410232941e-27
h=1,1e-06,8095,935411.889863556,ok,-1.889420673251152e-07,-1.8879615970129448e-07,1.459076238207209e-10,5.296717907727355,0.18879615970129449,1.0,-0.1889420673251152,-0.18879615970129449,18.854706480982713,16.658166902023368,16.658166902023368,6.67669069380333e-26
h=1,1e-06,8096,935428.548030458,ok,2.1653249859809875e-07,2.160561638513414e-07,4.763347467573532e-10,-4.628426156302837,0.2160561638513414,1.0,0.21653249859809875,0.2160561638513414,16.658166902023368,124.20127364399377,16.658166902023368,7.612261812523001e-26
h=1,1e-06,8097,935552.749304102,ok,3.8533471524715424e-08,3.870937345631178e-08,1.7590193159635508e-10,-25.833536188040377,0.03870937345631178,1.0,0.038533471524715424,0.03870937345631178,124.20127364399377,4.273393606999889,4.273393606999889,9.207384632149188e-25
h=1,1e-06,8098,935557.022697709,ok,1.461012288928032e-07,1.473512443222103e-07,1.2500154294071008e-09,-6.78650529623841,0.14735124432221028,1.0,0.1461012288928032,0.14735124432221028,4.273393606999889,82.16129611292854,4.273393606999889,7.017410432825652e-26
h=1,1e-06,8099,935639.183993822,ok,1.6833655536174774e-07,1.681836890705218e-07,1.5286629122594653e-10,-5.945879802771397,0.16818368907052178,1.0,0.16833655536174774,0.16818368907052178,82.16129611292854,102.70900459901895,82.16129611292854,2.191911238733378e-25
h=1,1e-06,8100,935741.892998421,ok,-1.9778963178396225e-07,-1.9812886291553546e-07,3.3923113157320586e-10,5.0472202044904035,0.19812886291553547,1.0,-0.19778963178396225,-0.19812886291553547,102.70900459901895,90.28185354196467,90.28185354196467,2.0636331892071093e-25
h=1,1e-06,8101,935832.174851963,ok,4.202593117952347e-08,4.201649601834926e-08,9.43516117421004e-12,-23.8001759966677,0.04201649601834926,1.0,0.04202593117952347,0.04201649601834926,90.28185354196467,74.38069185509812,74.38069185509812,4.783530886851605e-25
h=1,1e-06,8102,935906.555543818,ok,-1.1641532182693481e-07,-1.1607503977722209e-07,3.402820497127266e-10,8.615116582507813,0.11607503977722208,1.0,-0.11641532182693481,-0.11607503977722208,74.38069185509812,9.038237455999479,9.038237455999479,2.3103175882547486e-25
h=1,1e-06,8103,935915.593781274,ok,1.0652001947164536e-07,1.0630591927487556e-07,2.1410019676980013e-10,-9.406813908586752,0.10630591927487557,1.0,0.10652001947164536,0.10630591927487557,9.038237455999479,5.241418191930279,5.241418191930279,3.6672357882377646e-25
h=1,1e-06,8104,935920.835199466,ok,1.0535586625337601e-07,1.052282581833123e-07,1.276080700637136e-10,-9.50315074357646,0.10522825818331229,1.0,0.10535586625337601,0.10522825818331229,5.241418191930279,207.8577091799816,5.241418191930279,3.3411415460915604e-25
h=1,1e-06,8105,936128.692908646,ok,2.0291190594434738e-07,2.0330238134846526e-07,3.9047540411787865e-10,-4.9187815379593385,0.2033023813484653,1.0,0.20291190594434738,0.2033023813484653,207.8577091799816,68.51197480305564,68.51197480305564,1.1448072907661131e-25
h=1,1e-06,8106,936197.204883449,ok,1.3620592653751373e-07,1.3595050564811917e-07,2.5542088939456e-10,-7.355618099636208,0.13595050564811917,1.0,0.13620592653751373,0.13595050564811917,68.51197480305564,136.38579318893608,68.51197480305564,2.9650128890737923e-25
h=1,1e-06,8107,936333.590676638,ok,2.0035076886415482e-07,1.9977920213838416e-07,5.715667257706524e-10,-5.005526047237462,0.19977920213838418,1.0,0.20035076886415482,0.19977920213838418,136.38579318893608,3.733907447080128,3.733907447080128,6.461782265429223e-26
h=1,1e-06,8108,936337.324584085,ok,1.0943040251731873e-07,1.0854184810115746e-07,8.88554416161262e-10,-9.213036423223903,0.10854184810115747,1.0,0.10943040251731873,0.10854184810115747,3.733907447080128,87.04703580297064,3.733907447080128,1.1456276576226328e-25
h=1,1e-06,8109,936424.371619888,ok,9.092036634683609e-08,9.303339854802567e-08,2.113032201189579e-09,-10.748828008081208,0.09303339854802567,1.0,0.09092036634683609,0.09303339854802567,87.04703580297064,157.77063393604476,87.04703580297064,4.029835348599785e-25
h=1,1e-06,8110,936582.142253824,ok,1.3259705156087875e-07,1.3158191722487442e-07,1.0151343360043341e-09,-7.599828464962955,0.13158191722487442,1.0,0.13259705156087875,0.13158191722487442,157.77063393604476,82.33298985497095,82.33298985497095,3.878234466289519e-25
h=1,1e-06,8111,936664.475243679,ok,1.3294629752635956e-07,1.3234524627366078e-07,6.010512526987732e-10,-7.555994855547894,0.1323452462736608,1.0,0.13294629752635956,0.1323452462736608,82.33298985497095,59.55414868902881,59.55414868902881,1.8008788824967244e-25
h=1,1e-06,8112,936724.029392368,ok,-2.1653249859809875e-07,-2.1630934620228218e-07,2.231523958165741e-10,4.623008749075723,0.21630934620228218,1.0,-0.21653249859809875,-0.21630934620228218,59.55414868902881,234.49586904596072,59.55414868902881,1.2946953775855233e-25
h=1,1e-06,8113,936958.525261414,ok,-5.390029400587082e-08,-5.303158984515946e-08,8.687041607113572e-10,18.856685287387748,0.05303158984515947,1.0,-0.05390029400587082,-0.05303158984515947,234.49586904596072,217.34756635595113,217.34756635595113,7.520100451258442e-25
h=1,1e-06,8114,937175.87282777,ok,-9.69739630818367e-08,-9.695872689564727e-08,1.5236186189435165e-11,10.313666773659882,0.09695872689564726,1.0,-0.0969739630818367,-0.09695872689564726,217.34756635595113,66.48710742103867,66.48710742103867,1.0593199731950597e-25
h=1,1e-06,8115,937242.359935191,ok,-2.474989742040634e-07,-2.4754593141902977e-07,4.695721496635082e-11,4.039654355325536,0.24754593141902978,1.0,-0.24749897420406342,-0.24754593141902978,66.48710742103867,30.171492266003042,30.171492266003042,1.6854343066138747e-25
h=1,1e-06,8116,937272.531427457,ok,-2.6961788535118103e-07,-2.691482534321039e-07,4.696319190771113e-10,3.715424444514416,0.2691482534321039,1.0,-0.26961788535118103,-0.2691482534321039,30.171492266003042,46.27682449796703,30.171492266003042,1.7088619231260527e-26
h=1,1e-06,8117,937318.808251955,ok,-9.033828973770142e-08,-9.017259311412462e-08,1.656966235768003e-10,11.089844103012272,0.09017259311412462,1.0,-0.09033828973770142,-0.09017259311412462,46.27682449796703,54.92588466301095,46.27682449796703,3.7008449625510995e-25
h=1,1e-06,8118,937373.734136618,ok,1.0023359209299088e-07,1.0023842960792624e-07,4.837514935359919e-12,-9.97621375266364,0.10023842960792625,1.0,0.10023359209299088,0.10023842960792625,54.92588466301095,100.58860068803187,54.92588466301095,4.888912198584198e-25
h=1,1e-06,8119,937474.322737306,ok,-1.4901161193847656e-08,-1.627473760679337e-08,1.3735764129457143e-09,61.44492305563082,0.016274737606793373,1.0,-0.014901161193847656,-0.016274737606793373,100.58860068803187,5.10028109094128,5.10028109094128,1.3363078857785498e-25
h=1,1e-06,8120,937479.423018397,ok,-1.2025702744722366e-07,-1.1986667883570965e-07,3.9034861151401743e-10,8.342602045148919,0.11986667883570966,1.0,-0.12025702744722366,-0.11986667883570966,5.10028109094128,24.658603749005124,5.10028109094128,1.0356567724952983e-25
h=1,1e-06,8121,937504.081622146,ok,-1.0686926543712616e-07,-1.0711765912574047e-07,2.4839368861430694e-10,9.33552887695339,0.10711765912574048,1.0,-0.10686926543712616,-0.10711765912574048,24.658603749005124,68.80675568606239,24.658603749005124,3.848659525344729e-25
h=1,1e-06,8122,937572.888377832,ok,1.6763806343078613e-07,1.6736785348556504e-07,2.702099452210914e-10,-5.974863028796906,0.16736785348556504,1.0,0.16763806343078613,0.16736785348556504,68.80675568606239,190.96138594695367,68.80675568606239,1.2104741894315727e-25
h=1,1e-06,8123,937763.849763779,ok,5.6228600442409515e-08,5.597825149134051e-08,2.5034895106900536e-10,-17.864080662731915,0.05597825149134051,1.0,0.056228600442409515,0.05597825149134051,190.96138594695367,100.81305102107581,100.81305102107581,6.119391845807304e-25
h=1,1e-06,8124,937864.6628148,ok,-3.934837877750397e-08,-3.916777193381884e-08,1.8060684368512917e-10,25.531194413858515,0.039167771933818846,1.0,-0.03934837877750397,-0.039167771933818846,100.81305102107581,83.49523324996699,83.49523324996699,7.130058901447907e-25
h=1,1e-06,8125,937948.15804805,ok,3.0209776014089584e-07,3.0208178701904065e-07,1.5973121855191723e-11,-3.3103617727770143,0.3020817870190407,1.0,0.30209776014089584,0.3020817870190407,83.49523324996699,31.65496101498138,31.65496101498138,1.1943977051581721e-25
h=1,1e-06,8126,937979.813009065,ok,1.8463470041751862e-07,1.8503986750782763e-07,4.0516709030901795e-10,-5.404240791286221,0.18503986750782764,1.0,0.18463470041751862,0.18503986750782764,31.65496101498138,13.32774568698369,13.32774568698369,1.7076274387785943e-25
h=1,1e-06,8127,937993.140754752,ok,-1.0931398719549179e-07,-1.0914284533205165e-07,1.711418634401382e-10,9.162304656412811,0.10914284533205164,1.0,-0.10931398719549179,-0.10914284533205164,13.32774568698369,205.73191100300755,13.32774568698369,3.1351224700990387e-25
h=1,1e-06,8128,938198.872665755,ok,-1.0209623724222183e-07,-1.0323599952795905e-07,1.1397622857372135e-09,9.686543498125122,0.10323599952795906,1.0,-0.10209623724222183,-0.10323599952795906,205.73191100300755,22.632081647985615,22.632081647985615,3.548224057410439e-25
h=1,1e-06,8129,938221.504747403,ok,2.1245796233415604e-07,2.1199482255400788e-07,4.6313978014815215e-10,-4.717096332601423,0.2119948225540079,1.0,0.21245796233415604,0.2119948225540079,22.632081647985615,190.00113235297613,22.632081647985615,2.2077292753036083e-25
h=1,1e-06,8130,938411.505879756,ok,1.1711381375789642e-07,1.1668064219010053e-07,4.3317156779589643e-10,-8.570401921260958,0.11668064219010053,1.0,0.11711381375789642,0.11668064219010053,190.00113235297613,0.8874994550133124,0.8874994550133124,3.1476161336015844e-25
h=1,1e-06,8131,938412.393379211,ok,9.767245501279831e-08,9.740017312312048e-08,2.722818896778311e-10,-10.266922202858218,0.09740017312312048,1.0,0.09767245501279831,0.09740017312312048,0.8874994550133124,31.50054869404994,0.8874994550133124,2.8021266242707793e-25
h=1,1e-06,8132,938443.893927905,ok,-1.2491364032030106e-07,-1.2505246960205718e-07,1.388292817561269e-10,7.996643354443192,0.1250524696020572,1.0,-0.12491364032030106,-0.1250524696020572,31.50054869404994,213.29716704401653,31.50054869404994,4.033199391032069e-25
