k,Im_rho_0,Re_eps,Im_eps,delta_Re,delta_Im,Ck_Re,Ck_Im
37876,467380.732812534,0.4999885248333169,467380.73281389056,-1.1475166683094784e-05,1.356529537588358e-06,-1.3781570369301244,0.1629179583757268
37877,467380.953152845,0.5000110443352865,467380.9531513186,1.1044335286536366e-05,-1.5263794921338558e-06,1.3264145797358307,-0.18331678277136598
37878,467400.981810701,0.5000244792627316,467400.9818283769,2.447926273163592e-05,1.7675862181931734e-05,2.9399370940873264,2.122854902467221
37879,467411.670930057,0.4999954991192173,467411.670933825,-4.5008807826874e-06,3.768014721572399e-06,-0.5405516707815974,0.4525351262602145
37880,467417.973266274,0.49999922907958066,467417.9732653951,-7.709204193351304e-07,-8.789356797933578e-07,-0.09258683818380023,-0.10555937230094292
37881,467443.332605745,0.5000023147079934,467443.3326069224,2.3147079933893977e-06,1.1774245649576187e-06,0.2779943156928221,0.14140761476181943
37882,467454.236985975,0.5000047945476562,467454.23698802607,4.794547656228332e-06,2.051063347607851e-06,0.5758207940510603,0.24633083455419377
37883,467461.2785623,0.5000002669243423,467461.2785637812,2.6692434229591555e-07,1.4811521396040916e-06,0.032057369694245746,0.1778850190443572
37884,467461.915242228,0.49999536315025267,467461.9152400216,-4.636849747330363e-06,-2.2064195945858955e-06,-0.5568814192377013,-0.2649889779099035
37885,467484.589287955,0.499994149880302,467484.5892851364,-5.850119698003198e-06,-2.8186477720737457e-06,-0.7025940320818298,-0.33851702280138146
37886,467486.982352799,0.5000079104997345,467486.98235360114,7.910499734475884e-06,8.021597750484943e-07,0.9500437924585894,0.09633865627015195
37887,467491.870600028,0.49999781320717795,467491.8705983843,-2.186792822045369e-06,-1.6437261365354061e-06,-0.26263182045538025,-0.19741000757657795
37888,467495.586238434,0.4999964469968056,467495.5862414688,-3.553003194378679e-06,3.03477281704545e-06,-0.4267124382412547,0.3644734432883617
37889,467514.717622065,0.499992894466216,467514.71761419886,-7.105533784024232e-06,-7.866125088185072e-06,-0.8533681170857502,-0.9447144379719951
37890,467524.648129799,0.5000059889022003,467524.648127852,5.988902200271262e-06,-1.9469880498945713e-06,0.7192616838367515,-0.23383148636385695
37891,467532.390289663,0.5000114192520753,467532.39029004454,1.1419252075262065e-05,3.8155121728777885e-07,1.371441743603242,0.045823952677660984
37892,467554.786758289,0.5000042286423096,467554.7867584216,4.2286423096449255e-06,1.3259705156087875e-07,0.5078560788387523,0.015924784774936952
37893,467561.310801596,0.49999861237183374,467561.31079985213,-1.3876281662605905e-06,-1.74384331330657e-06,-0.16665287527298234,-0.20943398905721516
37894,467582.156946884,0.4999932100661595,467582.15693989507,-6.789933840511964e-06,-6.988935638219118e-06,-0.8154648521469546,-0.8393647862782726
37895,467582.698527325,0.5000097840913497,467582.698541354,9.784091349662738e-06,1.402897760272026e-05,1.1750604340562225,1.684867395661196
37896,467582.896076437,0.4999934859878689,467582.8960640516,-6.5140121310869326e-06,-1.2385426089167595e-05,-0.7823269068789264,-1.48747836014534
37897,467584.661988134,0.4999965102840757,467584.6619868845,-3.4897159242874842e-06,-1.2494856491684914e-06,-0.4191116949115069,-0.15006208515311528
37898,467593.4337663,0.49999834913278984,467593.43377438444,-1.6508672101567257e-06,8.084462024271488e-06,-0.19826764399565988,0.9709365045614545
37899,467599.494166641,0.49999144230740117,467599.4941681547,-8.557692598831768e-06,1.5137484297156334e-06,-1.0277710643052824,0.18179980371247165
37900,467610.42654096,0.5000563303154107,467610.42651307007,5.63303154107464e-05,-2.788990968838334e-05,6.765219427285625,-3.3495526782208804
37901,467614.277801421,0.49999592529213666,467614.27780014,-4.074707863344074e-06,-1.2810342013835907e-06,-0.48936869244566444,-0.1538510374568975
37902,467619.411866295,0.49999645480705407,467619.41186185903,-3.5451929459306974e-06,-4.435947630554438e-06,-0.425774434536732,-0.5327532585220238
37903,467636.17031328,0.49999394043945133,467636.17031881196,-6.059560548665743e-06,5.5319396778941154e-06,-0.7277476869377933,0.6643809023004644
37904,467660.785005321,0.5000089738491278,467660.7849903596,8.973849127791311e-06,-1.4961406122893095e-05,1.0777510833053492,-1.796851209229991
37905,467672.926392446,0.4999940305143108,467672.9263905362,-5.969485689205634e-06,-1.9097933545708656e-06,-0.7169297785933053,-0.22936443743006207
37906,467678.650856726,0.5000093788510946,467678.6508616835,9.378851094643537e-06,4.957488272339106e-06,1.126391449585188,0.5953898132118548
37907,467678.894888191,0.4999945837837542,467678.8948831764,-5.4162162457793706e-06,-5.014589987695217e-06,-0.6504826238082144,-0.6022476770679625
37908,467689.203840621,0.4999985491782103,467689.20384175825,-1.4508217897057918e-06,1.1372612789273262e-06,-0.1742423717260856,0.13658404079574984
37909,467699.518672513,0.4999956136835354,467699.5186767389,-4.386316464599638e-06,4.225876182317734e-06,-0.5267926008252236,0.5075238694734077
37910,467707.15325176,0.4999923624872508,467707.15324811614,-7.63751274918123e-06,-3.643857780843973e-06,-0.9172583048779677,-0.4376239910868429
37911,467751.972696258,0.4999992631409555,467751.97270012106,-7.368590445033796e-07,3.863067831844091e-06,-0.08849609817903438,0.4639509179799125
37912,467759.424622846,0.4999916736563237,467759.4246262858,-8.326343676312575e-06,3.4397817216813564e-06,-0.9999862700307266,0.4131146427896836
37913,467777.270657178,0.49999884672397843,467777.27065663657,-1.1532760215704485e-06,-5.414476618170738e-07,-0.13850739675891496,-0.06502736961214378
37914,467785.16692443,0.49999680763290505,467785.16692657565,-3.1923670949507432e-06,2.1456507965922356e-06,-0.38340037211415945,0.257690700778633
37915,467809.105685829,0.5000102087990912,467809.10567783174,1.0208799091193654e-05,-7.997266948223114e-06,1.2260674458752157,-0.9604644555742483
37916,467825.430209049,0.4999989560248666,467825.43021182984,-1.043975133396824e-06,2.780812792479992e-06,-0.12538045992747818,0.3339730763116058
37917,467828.575610596,0.49999799721772925,467828.5756131169,-2.002782270749126e-06,2.52091558650136e-06,-0.24053232132462637,0.30275965927030046
37918,467868.896460516,0.49997845370583466,467868.89644845494,-2.154629416534215e-05,-1.2061093002557755e-05,-2.5876902483236455,-1.4485262526976015
37919,467878.210127665,0.5000050243565263,467878.2101312258,5.024356526273088e-06,3.560795448720455e-06,0.6034206294301596,0.42764828087005846
37920,467878.527172858,0.49999508076041277,467878.52716806723,-4.919239587231061e-06,-4.790781531482935e-06,-0.590796181067702,-0.5753684859092124
37921,467899.013745616,0.49999836125841896,467899.0137426848,-1.6387415810448225e-06,-2.9312213882803917e-06,-0.19681136701517882,-0.352037011280191
37922,467906.237674901,0.4999993048416116,467906.2376768279,-6.951583884085011e-07,1.9268481992185116e-06,-0.083487887472481,0.2314127086939148
37923,467926.666517735,0.5000025027792006,467926.66652030096,2.5027792005527516e-06,2.5659683160483837e-06,0.30058149588410954,0.30817045093658724
37924,467930.181318471,0.5000010523901437,467930.1813155658,1.0523901436965133e-06,-2.9052025638520718e-06,0.1263910949779861,-0.3489121742326068
37925,467942.194566239,0.4999987319227548,467942.1945735646,-1.2680772452089428e-06,7.3255505412817e-06,-0.1522949188555361,0.8797919286634616
37926,467946.659494072,0.49999906593560484,467946.65949489805,-9.340643951638583e-07,8.26024916023016e-07,-0.1121802806609671,0.0992048379021643
37927,467949.975343539,0.49999816343436043,467949.975339737,-1.8365656395680219e-06,-3.8019497878849506e-06,-0.22056985574628077,-0.45661069672719795
37928,467962.344868062,0.49999894301745185,467962.3448608529,-1.0569825481532291e-06,-7.209077011793852e-06,-0.12694263855841845,-0.8658035641618598
37929,467962.889165196,0.5000011620456039,467962.88916824426,1.1620456038530236e-06,3.0482769943773746e-06,0.13956061558069238,0.3660952826508662
37930,467996.158095867,0.49999950898371137,467996.15809375024,-4.910162886284652e-07,-2.1167797967791557e-06,-0.05897060775749282,-0.25422332007258874
37931,467999.354091152,0.5000004474525355,467999.3540875464,4.474525354680736e-07,-3.605615347623825e-06,0.053738640795171634,-0.4330311097887158
37932,468006.134367327,0.49999698753589944,468006.1343649359,-3.0124641005602193e-06,-2.391054295003414e-06,-0.36179418681583536,-0.28716343678000883
37933,468011.334958666,0.5000023067195355,468011.3349642446,2.306719535494217e-06,5.578622221946716e-06,0.2770349091964719,0.669987433200157
37934,468026.328844141,0.5000034094700269,468026.32884215645,3.4094700268605393e-06,-1.9845319911837578e-06,0.40947423592917764,-0.2383404794190959
37935,468033.939673799,0.4999982163187067,468033.93966733495,-1.7836812932769952e-06,-6.464018952101469e-06,-0.21421849406263752,-0.7763227717478154
37936,468036.084582142,0.500003089534798,468036.08457407553,3.0895347979953414e-06,-8.066475857049227e-06,0.37105030717945525,-0.9687763823070842
37937,468037.46023221,0.5000168571055519,468037.46022862906,1.68571055518818e-05,-3.580935299396515e-06,2.0245229790713863,-0.4300670585400006
37938,468056.347606926,0.5000101459220578,468056.34760163596,1.0145922057835932e-05,-5.290028639137745e-06,1.2185159716024372,-0.6353276075135295
37939,468060.44530953,0.5000031023461984,468060.44530292304,3.1023461983803458e-06,-6.606976967304945e-06,0.3725889446634348,-0.7934918987922601
37940,468061.227733664,0.49999631684373635,468061.22773754003,-3.6831562636452375e-06,3.876048140227795e-06,-0.4423437029750395,0.46550984116025096
37941,468061.73622634,0.5000055809669631,468061.73622212914,5.580966963125711e-06,-4.210858605802059e-06,0.6702690344740079,-0.5057202722513121
37942,468064.042602207,0.49999802393051107,468064.0426028161,-1.976069488929255e-06,6.09084963798523e-07,-0.23732414062819526,0.07315054779848124
37943,468077.003409392,0.49999832298987296,468077.0034116627,-1.6770101270435767e-06,2.2706808522343636e-06,-0.20140738443416445,0.2727066962556148
37944,468119.6004469,0.500010959680042,468119.6004397055,1.0959680042055275e-05,-7.194525096565485e-06,1.3162475621999086,-0.8640558924350229
37945,468126.980009765,0.500046977926616,468126.9800377029,4.6977926616009746e-05,2.7937872800976038e-05,5.642006075747915,3.3553130042325345
37946,468157.094917452,0.4999985765622524,468157.09491787554,-1.4234377476163296e-06,4.2351894080638885e-07,-0.1709535732844228,0.050864237937858325
37947,468185.539309532,0.5000006298845179,468185.53931234457,6.298845178775991e-07,2.812594175338745e-06,0.07564855524453576,0.33778999136301735
37948,468195.85819219,0.4999917566694655,468195.8581877802,-8.243330534507542e-06,-4.409812390804291e-06,-0.9900164675262605,-0.5296144401006249
37949,468212.784492159,0.49999873956999874,468212.78449098015,-1.2604300012597491e-06,-1.178821548819542e-06,-0.15137649184242535,-0.14157539124759577
37950,468213.50526384,0.5000000319202935,468213.5052646065,3.1920293519505094e-08,7.664784789085388e-07,0.0038335980948833444,0.0920533651959481
37951,468223.231669252,0.49998420741164196,468223.23167133395,-1.5792588358043425e-05,2.0819716155529022e-06,-1.896675436448519,0.25004288930199514
37952,468235.654006393,0.5000024112320625,468235.6540067621,2.4112320624603e-06,3.6909477785229683e-07,0.28958676822069407,0.04432794567948868
37953,468237.313563743,0.4999987794012979,468237.3135619204,-1.2205987021118858e-06,-1.8225982785224915e-06,-0.14659278919769025,-0.21889238844285594
37954,468239.458484476,0.5000180350390475,468239.4584845087,1.80350390475148e-05,3.2654497772455215e-08,2.165991715942449,0.003921775355021787
37955,468241.924504406,0.5000040722746986,468241.92450042797,4.072274698563305e-06,-3.9780279621481895e-06,0.4890764715780088,-0.4777575246219233
37956,468255.411828249,0.5000070721033766,468255.41182949004,7.0721033765819286e-06,1.2410455383360386e-06,0.8493531556881153,0.14904843555154995
37957,468255.822535197,0.4999955530029482,468255.8225292648,-4.446997051821278e-06,-5.932233761996031e-06,-0.5340802839233484,-0.7124558561622912
37958,468260.525885735,0.4999999510506966,468260.5258852909,-4.894930338839032e-08,-4.441244527697563e-07,-0.00587876662540506,-0.05333894110305924
37959,468266.133874061,0.5000182571812761,468266.1338613896,1.8257181276126744e-05,-1.267140032723546e-05,2.192670794688373,-1.5218236049211369
37960,468274.371632701,0.49999708948732297,468274.37163813825,-2.9105126770345713e-06,5.437235813587904e-06,-0.34954991397543234,0.6530070547022105
37961,468275.172434433,0.500003716883964,468275.172434392,3.7168839639445395e-06,-4.103640094399452e-08,0.4463943689732451,-0.004928434269679785
37962,468276.711123334,0.4999978108230477,468276.71112120134,-2.189176952327454e-06,-2.1326704882085323e-06,-0.2629181523245333,-0.25613177759829453
37963,468292.35058294,0.500004494947249,468292.350588263,4.494947248967485e-06,5.323032382875681e-06,0.5398390588016764,0.6392913269899954
37964,468294.444746522,0.5000027194306148,468294.4447490191,2.719430614805951e-06,2.4971086531877518e-06,0.3266011328409982,0.29990046832519546
37965,468294.741615503,0.4999981182927935,468294.7416129131,-1.881707206496941e-06,-2.589891664683819e-06,-0.22599131670098682,-0.31104362325550694
37966,468297.612195978,0.49998890053727413,468297.61222490587,-1.1099462725872034e-05,2.892786869779229e-05,-1.333035334845237,3.4742106071526964
37967,468311.765373656,0.49999561973699297,468311.7653766199,-4.380263007031093e-06,2.963875886052847e-06,-0.5260655861006237,0.35595878663521274
37968,468313.78939992,0.4999942511526281,468313.78939882875,-5.748847371922494e-06,-1.0912190191447735e-06,-0.6904313182242596,-0.13105440745203822
37969,468329.660839295,0.49999585300843064,468329.66084282397,-4.146991569364822e-06,3.5289558582007885e-06,-0.4980498995129779,0.42382437513173954
37970,468351.93754796,0.5000021648848223,468351.9375459633,2.164884822297708e-06,-1.996755599975586e-06,0.2600006896970112,-0.2398085236696388
37971,468358.034317564,0.5000015790200134,468358.0343152928,1.5790200134091492e-06,-2.2712047211825848e-06,0.18963886129333565,-0.2727696124377809
37972,468404.420436759,0.4999979870674936,468404.42043731577,-2.0129325064011105e-06,5.567562766373158e-07,-0.2417513553549459,0.0668659202687761
37973,468430.197530663,0.5000002513860106,468430.197530525,2.513860105635146e-07,-1.3801036402583122e-07,0.030191230246292416,-0.016574918657320244
37974,468433.482449136,0.49999385966546744,468433.4824485721,-6.140334532556135e-06,-5.638576112687588e-07,-0.737448568622015,-0.06771878407147246
37975,468444.419141037,0.5000008467701125,468444.41913079686,8.467701124725835e-07,-1.024012453854084e-05,0.10169631704656648,-1.2298296034881513
37976,468456.703041273,0.5000028984194816,468456.7030415853,2.8984194816450426e-06,3.1228410080075264e-07,0.34809753225538265,0.0375050352579178
37977,468514.197622189,0.500000753790038,468514.19762294774,7.5379003805498e-07,7.587368600070477e-07,0.09052949503938079,0.09112360383727093
37978,468542.490457687,0.4999898407470759,468542.4904645141,-1.0159252924080153e-05,6.827118340879679e-06,-1.2201169964616154,0.8199306766758473
37979,468548.363690026,0.5000017754758911,468548.36368361756,1.7754758910859536e-06,-6.408430635929108e-06,0.2132330327545168,-0.7696466657512988
37980,468558.225836022,0.49999757659355243,468558.2258393486,-2.423406447571441e-06,3.326626028865576e-06,-0.2910489007521486,0.3995247474418006
37981,468562.669025185,0.49999814267667414,468562.66902531625,-1.857323325860083e-06,1.31258275359869e-07,-0.22306283490935788,0.015763998976067967
37982,468578.639793819,0.5000094184317612,468578.6397948599,9.418431761165635e-06,1.0409276001155376e-06,1.1311450514805033,0.12501445396409022
37983,468579.921338912,0.4999971351093648,468579.92133487616,-2.8648906352235493e-06,-4.035828169435263e-06,-0.34407074842626373,-0.48469927672091906
37984,468589.698559306,0.49999605046695794,468589.69856023276,-3.949533042058029e-06,9.267823770642281e-07,-0.47433531074708085,0.11130571693878233
37985,468621.353889093,0.49999832880167405,468621.3538901234,-1.6711983259476426e-06,1.0304502211511135e-06,-0.20070939243118996,0.12375613032076772
37986,468622.813262199,0.4999981685600113,468622.81326153013,-1.8314399887198185e-06,-6.68864231556654e-07,-0.2199542697613116,-0.08032998325232683
37987,468634.731154667,0.4999973824882219,468634.73115133843,-2.6175117781024326e-06,-3.3285468816757202e-06,-0.3143607736481673,-0.39975544010974307
37988,468655.845822759,0.49998371140977305,468655.84581826953,-1.6288590226953836e-05,-4.489440470933914e-06,-1.9562448078439176,-0.5391776997898758
37989,468659.107748629,0.4999969844808195,468659.1077487941,-3.0155191805270043e-06,1.6507692635059357e-07,-0.36216109912925837,0.019825588069236698
37990,468666.136046811,0.4999992774937776,468666.13604768453,-7.225062224058831e-07,8.735223673284054e-07,-0.08677233735535837,0.10490923841855963
37991,468698.619653162,0.5000004862685754,468698.61965860036,4.862685754059015e-07,5.43834175914526e-06,0.05840041173614511,0.6531398777534502
37992,468712.394883009,0.49999947738039224,468712.39488069236,-5.226196077567913e-07,-2.316664904356003e-06,-0.06276613751752803,-0.2782293389124191
37993,468738.658398022,0.49999850045505856,468738.6583945465,-1.499544941441222e-06,-3.4755212254822254e-06,-0.18009397774454283,-0.41740692455079476
37994,468739.378896062,0.49999955224042997,468739.378899906,-4.477595700325132e-07,3.8440339267253876e-06,-0.053775515365907633,0.46166496336121
37995,468756.079022241,0.49999866513857766,468756.079024558,-1.3348614223418487e-06,2.3170141503214836e-06,-0.16031563752682948,0.27827128303386317
37996,468759.378584391,0.49999445601805753,468759.37858232326,-5.543981942468523e-06,-2.0677107386291027e-06,-0.6658271672761397,-0.24833017100969507
37997,468760.465533401,0.49999229532994455,468760.4655283523,-7.704670055452834e-06,-5.048699676990509e-06,-0.925323836017993,-0.6063442195956679
37998,468762.330953474,0.49999759707427094,468762.3309596962,-2.4029257290614225e-06,6.2222243286669254e-06,-0.2885891851667054,0.7472834583346951
37999,468766.7998902,0.4999862046087383,468766.799884025,-1.379539126167284e-05,-6.175017915666103e-06,-1.656813889465115,-0.7416140112528365
38000,468778.288556655,0.5000054024412385,468778.2885527827,5.402441238477884e-06,-3.872322849929333e-06,0.6488282580137484,-0.46506243719818074
38001,468787.370496303,0.4999956382928657,468787.37049545883,-4.361707134303838e-06,-8.441857062280178e-07,-0.5238370427354873,-0.10138593221725664
38002,468799.720910489,0.49999804191519676,468799.7209146803,-1.958084803244109e-06,4.191300831735134e-06,-0.23516419630507923,0.5033714014504435
38003,468802.626103431,0.5000114181558398,468802.6261135382,1.1418155839826305e-05,1.0107236448675394e-05,1.3713100867287364,1.2138698652786775
38004,468823.245299861,0.49999772600628906,468823.24529566395,-2.2739937109439445e-06,-4.197063390165567e-06,-0.27310456756058593,-0.5040634794542709
38005,468828.047474883,0.4999965807608883,468828.0474765545,-3.4192391116794063e-06,1.6715493984520435e-06,-0.41064749409259266,0.20075155591828994
38006,468839.205702512,0.5000091659781137,468839.2056976609,9.165978113734319e-06,-4.851084668189287e-06,1.1008255990215945,-0.5826108375452241
38007,468847.6518807,0.499996557638636,468847.6518713773,-3.4423613640144346e-06,-9.32271359488368e-06,-0.4134244554775753,-1.1196493871414517
38008,468850.371444402,0.5000072356656268,468850.37144731526,7.235665626770249e-06,2.9132934287190437e-06,0.8689968325338068,0.34988387971272805
38009,468850.648831062,0.49999277163254197,468850.6488275212,-7.228367458034235e-06,-3.540830221027136e-06,-0.8681203291349447,-0.42525047526083837
38010,468853.650094568,0.499994995627332,468853.6500872804,-5.004372667982704e-06,-7.287599146366119e-06,-0.6010205863032497,-0.8752340007998711
38011,468875.875108204,0.4999918954380308,468875.87511154806,-8.104561969202173e-06,3.3440301194787025e-06,-0.973350489587828,0.4016149628270974
38012,468886.75555875,0.49997454100381294,468886.75554544077,-2.5458996187055494e-05,-1.3309239875525236e-05,-3.0576021871697217,-1.5984275520518478
38013,468892.974916137,0.4999916812476013,468892.97489949357,-8.318752398706053e-06,-1.6643432900309563e-05,-0.9990745645242496,-1.9988610887916034
38014,468905.025195062,0.5000043157375418,468905.02519383107,4.315737541782383e-06,-1.2309174053370953e-06,0.5183161366634572,-0.14783205602967153
38015,468909.01481146,0.4999957256054361,468909.0148125461,-4.2743945639078795e-06,1.0860967449843884e-06,-0.5133508827844585,0.13043922700419167
38016,468910.282845877,0.4999959437494238,468910.28284454887,-4.056250576200959e-06,-1.3281241990625858e-06,-0.48715198911913266,-0.15950650316494136
38017,468919.012285053,0.4999994536800943,468919.01228870405,-5.463199057031964e-07,3.651075530797243e-06,-0.06561252165243543,0.43849083626335394
38018,468921.337656292,0.5000012510610388,468921.3376596407,1.2510610387650445e-06,3.34868673235178e-06,0.15025128800466034,0.4021742177796852
38019,468921.858624643,0.49999795864313124,468921.85862116626,-2.041356868764943e-06,-3.4767435863614082e-06,-0.24516509531130554,-0.4175537289758491
38020,468949.675925149,0.5000100081091916,468949.67592778447,1.0008109191605996e-05,2.635468263179064e-06,1.2019647722500044,0.3165173311039598
38021,468961.234301799,0.5000029112252208,468961.23429949983,2.9112252207808e-06,-2.299144398421049e-06,0.34963548982849874,-0.2761251421533076
38022,468972.390299497,0.4999911373156852,468972.3903129055,-8.862684314825398e-06,1.3408483937382698e-05,-1.064400290808915,1.6103466732288747
38023,468975.99593327,0.5000260114670371,468975.995902611,2.6011467037068137e-05,-3.0659022741019726e-05,3.1239534316152926,-3.6821206264641098
38024,468983.038589772,0.5000090733860492,468983.0385880327,9.07338604916319e-06,-1.7393031157553196e-06,1.0897053766425524,-0.2088887154784421
38025,468987.980239819,0.500001812321874,468987.98023897613,1.8123218740173641e-06,-8.428469300270081e-07,0.21765820164851982,-0.10122514641838765
38026,468988.577795184,0.49999901353364723,468988.57779402874,-9.864663527703321e-07,-1.1552474461495876e-06,-0.11847370790422167,-0.13874416305012013
38027,469003.040876138,0.49999794181109536,469003.04087559145,-2.058188904641156e-06,-5.46569935977459e-07,-0.2471866074452284,-0.06564255005999034
38028,469007.008598053,0.49999654036164515,469007.00859973085,-3.4596383548524123e-06,1.677835825830698e-06,-0.4154994062959729,0.20150655010428342
38029,469024.690692991,0.49998534820150803,469024.69069099985,-1.4651798491971402e-05,-1.991167664527893e-06,-1.7596676155597926,-0.2391374177265335
38030,469025.093057834,0.5000130779591919,469025.0930613835,1.3077959191920563e-05,3.5495031625032425e-06,1.5706509532085944,0.42629208761003307
38031,469050.131206326,0.49999785183824863,469050.13120441406,-2.1481617513696705e-06,-1.911947038024664e-06,-0.25799226415383286,-0.22962309284563392
38032,469053.144208292,0.49999815834670464,469053.14420356404,-1.8416532953646758e-06,-4.727975465357304e-06,-0.22118087856026453,-0.5678255347361848
38033,469056.961109948,0.5000005985972905,469056.9611142048,5.985972905131476e-07,4.256784450262785e-06,0.0718909878166156,0.5112359242212091
38034,469073.661613742,0.4999975601137484,469073.66160892614,-2.43988625159286e-06,-4.815869033336639e-06,-0.2930281101620482,-0.5783814719662791
38035,469101.476821095,0.5000176903884924,469101.47681715037,1.769038849241955e-05,-3.944616764783859e-06,2.124599499088106,-0.473744870337106
38036,469103.388218233,0.5000068302837097,469103.3882244014,6.830283709735596e-06,6.168382242321968e-06,0.8203108345841145,0.7408170729453989
38037,469105.261682233,0.49999953329029856,469105.2616803651,-4.6670970144102597e-07,-1.8679420463740826e-06,-0.056051408838537264,-0.22433813354367943
38038,469108.39404039,0.5000116241350525,469108.3940445435,1.1624135052512585e-05,4.153524059802294e-06,1.396048002025699,0.4988344456475751
38039,469122.121870096,0.5000050461473167,469122.1218713734,5.046147316667415e-06,1.2773671187460423e-06,0.6060376834522553,0.1534106241817346
38040,469125.12822786,0.49999901984612966,469125.1282208018,-9.801538703446688e-07,-7.058202754706144e-06,-0.11771558453088175,-0.8476837036980158
38041,469138.306708455,0.5000080203150052,469138.30671054055,8.020315005241585e-06,2.0855222828686237e-06,0.9632325061694843,0.2504693212033433
38042,469160.722580101,0.49999625027602274,469160.7225774781,-3.749723977264363e-06,-2.622895408421755e-06,-0.45033842457605117,-0.3150073427319728
38043,469177.124027142,0.49998730430265736,469177.1240233947,-1.2695697342635093e-05,-3.7472927942872047e-06,-1.52474165427712,-0.4500464417211989
38044,469188.915472369,0.5000062919746565,469188.9154654091,6.291974656513766e-06,-6.959890015423298e-06,0.7556604089973744,-0.8358764335115063
38045,469195.284417783,0.4999955103026032,469195.2844155425,-4.489697396803383e-06,-2.2405292838811874e-06,-0.5392085563521164,-0.26908552043760897
38046,469199.371802264,0.49998451771679775,469199.37178465474,-1.5482283202250535e-05,-1.7609272617846727e-05,-1.8594080706784268,-2.114857556645216
38047,469204.478886988,0.500003297165474,469204.4788827862,3.2971654739810674e-06,-4.201836418360472e-06,0.3959865617101924,-0.5046367157806733
38048,469219.306695293,0.4999897722499097,469219.30669265555,-1.0227750090296972e-05,-2.6374473236501217e-06,-1.228343443557199,-0.3167550144588096
38049,469220.183118749,0.49999718476457716,469220.18311564095,-2.8152354228372367e-06,-3.1080562621355057e-06,-0.33810720277500345,-0.3732747181047118
38050,469233.789630522,0.4999983660346823,469233.78963359643,-1.6339653177155355e-06,3.0744122341275215e-06,-0.19623774215209205,0.3692341010722651
38051,469238.621606787,0.5000108059240234,469238.62159994256,1.0805924023360447e-05,-6.844464223831892e-06,1.2977816047993238,-0.8220139013742368
38052,469255.158384864,0.4999992698406349,469255.15838313726,-7.30159365081029e-07,-1.7267302609980106e-06,-0.08769147280006791,-0.20737872710645508
38053,469258.174026555,0.5000011512763666,469258.1740213939,1.1512763665733061e-06,-5.161098670214415e-06,0.13826724002029397,-0.6198432360137553
38054,469272.791485499,0.4999990368379913,469272.7914946738,-9.63162008704721e-07,9.17480792850256e-06,-0.11567487746872329,1.1018860517098825
38055,469294.696770127,0.5000023577255915,469294.6967696746,2.3577255915396833e-06,-4.523899406194687e-07,0.2831606899373015,-0.05433161864390254
38056,469298.024377938,0.500004501444587,469298.02438662143,4.501444586968439e-06,8.683418855071068e-06,0.540619383160757,1.0428706728380572
38057,469304.192348878,0.5000086510939348,469304.1923469546,8.651093934775034e-06,-1.923413947224617e-06,1.0389884794369093,-0.2310002581663813
38058,469313.378314018,0.49999988093603437,469313.3783148899,-1.1906396563121646e-07,8.718925528228283e-07,-0.014299473516249932,0.10471349918515391
38059,469315.97563658,0.5000044708583817,469315.975636842,4.470858381733223e-06,2.619926817715168e-07,0.5369460078502265,0.03146508176996981
38060,469336.783781179,0.49999215762176996,469336.7837807165,-7.842378230038527e-06,-4.62518073618412e-07,-0.9418624619995802,-0.05554799816578096
38061,469348.011477932,0.5000004952643642,469348.011469578,4.95264364186454e-07,-8.353963494300842e-06,0.059480797751706845,-1.0033033849424722
38062,469358.280982339,0.4999980263637229,469358.28098824876,-1.9736362770750304e-06,5.909765604883432e-06,-0.23703191410706057,0.7097574510160553
38063,469358.556097154,0.500003959798312,469358.55609138,3.95979831202542e-06,-5.773967131972313e-06,0.47556816029360544,-0.6934481784612142
38064,469366.027542769,0.5000062294493448,469366.02753233607,6.229449344807847e-06,-1.0432908311486244e-05,0.748151176173706,-1.252982758525285
38065,469368.32075445,0.49999967663139944,469368.3207541604,-3.2336860056325634e-07,-2.8958311304450035e-07,-0.03883627355453005,-0.034778667364052385
38066,469370.366451136,0.5000089209974579,469370.366448611,8.920997457861901e-06,-2.5249901227653027e-06,1.0714036460228886,-0.30324900735381477
38067,469372.260278564,0.5000045798859745,469372.26027728186,4.5798859744650144e-06,-1.2821401469409466e-06,0.5500401221487341,-0.15398386050813706
38068,469373.647508519,0.49999892318429506,469373.64750804444,-1.0768157049367844e-06,-4.7456705942749977e-07,-0.12932458257201282,-0.056995070355601835
38069,469387.036857628,0.4999969429695586,469387.036854755,-3.0570304414001548e-06,-2.872955519706011e-06,-0.3671465636426806,-0.3450393336859364
38070,469407.872449496,0.499997525782912,469407.872450406,-2.4742170879887837e-06,9.100185707211494e-07,-0.29715121225453817,0.10929239910946634
38071,469415.52063601,0.5000005199528458,469415.5206348016,5.199528457788816e-07,-1.2083910405635834e-06,0.0624458618398694,-0.14512666019652815
38072,469437.008241452,0.5000120613059577,469437.00823682215,1.2061305957655755e-05,-4.6298373490571976e-06,1.4485518284103527,-0.5560392366103973
38073,469476.264989077,0.4999888833108256,469476.2649922717,-1.1116689174417438e-05,3.1947274692356586e-06,-1.335104215580463,0.3836838509097518
38074,469505.111961978,0.4999964866659452,469505.11196551716,-3.5133340547943703e-06,3.5391421988606453e-06,-0.42194821081198186,0.42504774534052525
